Accuracy,Precision,Recall,F1-score,AUC,Training Time (sec),Testing Time (sec)
0.7589285714285714,0.8021763392857143,0.7589285714285714,0.7607422640031336,0.9064159461474898,385.7051236629486,54.41553831100464
