Accuracy,Precision,Recall,F1-score,AUC,Training Time (sec),Testing Time (sec)
0.7767857142857143,0.8184400059400059,0.7767857142857143,0.7659622847441183,0.9019700908962655,715.2369289398193,56.08945322036743
